,Spraak,Q1_natur_kom_1,Q1_natur_kom_2,Q1_natur_kom_3,Q1_kultur_kom_1,Q1_kultur_kom_2,Q1_kultur_kom_3,Q1_kultur_kom_4,Q1_kultur_kom_5,Q1_kultur_kom_6,Q1_kultur_kom_7,Q1_arbeid_kom_1,Q1_arbeid_kom_2,Q1_arbeid_kom_3,Q1_samferdsel_kom_1,Q1_samferdsel_kom_2,Q1_samferdsel_kom_3,Q1_samferdsel_kom_4,Q1_samferdsel_kom_5,Q1_samferdsel_kom_6,Q1_renovasjon_kom_1,Q1_renovasjon_kom_2,Q2_1,Q3_1,Q3_2,Q3_3,Q3_4,Q3_5,Q5_1,Q6_1,Q7_1,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q9_6,Q9_7,Q9_8,Q9_9,Q9_10,Q9_11,Q10_1,Q11_1,Q13_1,Q14_1,Q15_1,Q15_2,Q15_3,Q15_4,Q16,Q18,Q19_1,Q19_2,Q46a,Q48a,Q52a,Q55a_1,Q55a_2,Q55a_3,Q55a_4,Q55a_9,Q60a,Q62a,Q64a_1,Q64a_2,Q64a_3,Q64a_4,Q64a_5,Q64a_6,Q64a_7,Q64a_8,Q64a_9,Q65a_1,Q65a_2,Q65a_3,Q65a_4,Q65a_5,Q65a_6,Q65ana,Q66a_1,Q68a,Id,Alderkat,Q56a,Q61a,Kommunestr,Fylke,Q49a,Sentralitet,Q57a,Q58a,Q63a,Q67a,Q53a,Q54a
2339,1.0,4.0,5.0,6.0,7.0,8.0,6.0,4.0,4.0,8.0,5.0,6.0,4.0,8.0,4.0,5.0,5.0,8.0,5.0,1.0,3.0,4.0,4.0,8.0,8.0,8.0,8.0,1.0,2.0,3.0,1.0,8.0,1.0,1.0,1.0,6.0,2.0,8.0,8.0,8.0,2.0,4.0,9999.0,2.0,8.0,8.0,3.0,1.0,1.0,2.0,7.0,3.0,4.0,4.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,138056.0,1,1.0,9.0,2.0,10,5.0,4.0,1.0,2.0,4.0,2.0,2.0,0.0
2340,1.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,8.0,8.0,8.0,7.0,7.0,8.0,5.0,7.0,6.0,8.0,5.0,6.0,7.0,5.0,7.0,8.0,7.0,7.0,7.0,5.0,7.0,7.0,5.0,7.0,7.0,7.0,1.0,8.0,7.0,8.0,8.0,7.0,1.0,4.0,6.0,6.0,4.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0,5.0,6.0,7.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,1.0,138061.0,4,1.0,6.0,4.0,50,5.0,4.0,1.0,2.0,2.0,1.0,3.0,1.0
2341,1.0,3.0,5.0,5.0,6.0,6.0,5.0,5.0,6.0,6.0,6.0,7.0,5.0,4.0,4.0,4.0,4.0,6.0,,,,,7.0,5.0,5.0,6.0,6.0,5.0,6.0,5.0,5.0,6.0,5.0,5.0,6.0,5.0,6.0,5.0,3.0,7.0,6.0,6.0,6.0,6.0,5.0,4.0,2.0,2.0,2.0,2.0,9.0,1.0,6.0,7.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,2.0,138063.0,5,4.0,3.0,2.0,2,5.0,4.0,4.0,0.0,3.0,1.0,1.0,
2342,1.0,7.0,7.0,7.0,5.0,,5.0,1.0,6.0,6.0,6.0,4.0,5.0,8.0,3.0,3.0,3.0,3.0,4.0,5.0,6.0,6.0,6.0,2.0,2.0,6.0,5.0,5.0,6.0,6.0,5.0,7.0,7.0,6.0,6.0,6.0,7.0,7.0,3.0,6.0,5.0,5.0,3.0,6.0,4.0,5.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,6.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,2.0,138065.0,4,4.0,7.0,2.0,5,5.0,4.0,1.0,2.0,4.0,1.0,2.0,0.0
2343,1.0,3.0,,5.0,7.0,5.0,5.0,5.0,5.0,6.0,6.0,5.0,5.0,5.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,5.0,8.0,8.0,5.0,6.0,8.0,8.0,8.0,8.0,5.0,5.0,6.0,5.0,8.0,4.0,5.0,2.0,1.0,2.0,2.0,3.0,1.0,5.0,5.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,2.0,138069.0,4,2.0,4.0,3.0,15,5.0,3.0,1.0,2.0,4.0,1.0,1.0,
2344,1.0,4.0,3.0,3.0,7.0,6.0,7.0,6.0,6.0,6.0,5.0,7.0,6.0,8.0,3.0,4.0,5.0,2.0,1.0,6.0,5.0,5.0,2.0,8.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,3.0,1.0,5.0,8.0,8.0,7.0,6.0,6.0,6.0,5.0,5.0,4.0,2.0,2.0,2.0,2.0,5.0,1.0,7.0,6.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,2.0,138070.0,1,2.0,2.0,4.0,50,5.0,4.0,3.0,0.0,4.0,1.0,2.0,0.0
2345,1.0,3.0,4.0,6.0,7.0,6.0,5.0,3.0,7.0,7.0,6.0,7.0,7.0,6.0,5.0,6.0,5.0,8.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,5.0,5.0,6.0,8.0,6.0,5.0,7.0,3.0,7.0,6.0,6.0,6.0,7.0,2.0,1.0,1.0,2.0,1.0,1.0,7.0,7.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,2.0,138071.0,4,2.0,6.0,3.0,11,5.0,4.0,1.0,1.0,3.0,1.0,2.0,
2346,1.0,3.0,3.0,6.0,7.0,7.0,7.0,7.0,4.0,6.0,5.0,7.0,7.0,6.0,5.0,6.0,5.0,3.0,3.0,3.0,6.0,4.0,5.0,4.0,4.0,6.0,5.0,4.0,6.0,7.0,6.0,6.0,6.0,6.0,7.0,4.0,5.0,4.0,4.0,7.0,7.0,6.0,6.0,7.0,3.0,5.0,2.0,1.0,1.0,2.0,1.0,1.0,7.0,5.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,2.0,138090.0,2,4.0,6.0,4.0,3,3.0,4.0,1.0,1.0,4.0,1.0,1.0,
2347,1.0,3.0,4.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,5.0,4.0,5.0,3.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,3.0,3.0,4.0,4.0,3.0,5.0,6.0,5.0,4.0,5.0,4.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,2.0,138100.0,4,4.0,8.0,4.0,3,5.0,4.0,1.0,2.0,3.0,1.0,2.0,0.0
2348,2.0,6.0,7.0,7.0,5.0,6.0,5.0,5.0,7.0,7.0,7.0,6.0,5.0,8.0,6.0,6.0,4.0,8.0,5.0,7.0,6.0,6.0,7.0,8.0,6.0,8.0,8.0,6.0,7.0,6.0,6.0,6.0,8.0,6.0,8.0,5.0,6.0,6.0,8.0,7.0,6.0,7.0,5.0,8.0,8.0,5.0,2.0,2.0,1.0,2.0,12.0,1.0,7.0,5.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,2.0,138107.0,2,4.0,6.0,3.0,15,5.0,3.0,1.0,1.0,4.0,1.0,4.0,2.0
2349,1.0,5.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,2.0,8.0,6.0,3.0,4.0,3.0,7.0,7.0,7.0,6.0,6.0,7.0,7.0,6.0,9999.0,6.0,6.0,7.0,7.0,3.0,7.0,8.0,8.0,7.0,6.0,7.0,6.0,7.0,4.0,3.0,2.0,2.0,1.0,2.0,11.0,1.0,6.0,7.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,2.0,138122.0,3,4.0,9.0,4.0,3,5.0,4.0,2.0,0.0,4.0,1.0,4.0,2.0
2350,1.0,7.0,7.0,6.0,8.0,7.0,7.0,6.0,7.0,5.0,7.0,7.0,6.0,8.0,5.0,6.0,4.0,8.0,6.0,3.0,4.0,6.0,7.0,6.0,6.0,6.0,7.0,4.0,7.0,7.0,5.0,6.0,5.0,7.0,5.0,4.0,5.0,6.0,4.0,7.0,5.0,7.0,7.0,4.0,7.0,7.0,2.0,2.0,1.0,2.0,9.0,1.0,7.0,6.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,2.0,138130.0,3,4.0,8.0,3.0,2,4.0,4.0,1.0,1.0,4.0,1.0,4.0,2.0
2351,1.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,3.0,2.0,2.0,2.0,2.0,2.0,5.0,4.0,5.0,4.0,3.0,4.0,5.0,5.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,5.0,3.0,5.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,5.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,138137.0,4,4.0,4.0,3.0,1,4.0,4.0,5.0,0.0,4.0,1.0,2.0,0.0
2352,1.0,7.0,6.0,7.0,6.0,8.0,4.0,3.0,4.0,6.0,6.0,7.0,4.0,8.0,4.0,4.0,3.0,8.0,4.0,5.0,6.0,7.0,7.0,6.0,6.0,7.0,8.0,4.0,6.0,6.0,6.0,5.0,6.0,3.0,5.0,6.0,6.0,6.0,8.0,7.0,3.0,7.0,6.0,4.0,8.0,5.0,2.0,2.0,2.0,2.0,9.0,1.0,5.0,6.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,2.0,138149.0,1,4.0,8.0,3.0,2,5.0,4.0,3.0,0.0,4.0,1.0,3.0,0.0
2353,2.0,7.0,,7.0,5.0,6.0,6.0,5.0,7.0,6.0,6.0,7.0,7.0,4.0,3.0,5.0,4.0,4.0,5.0,6.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,8.0,6.0,5.0,7.0,7.0,7.0,6.0,7.0,2.0,1.0,1.0,2.0,1.0,1.0,7.0,6.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,2.0,138194.0,3,4.0,7.0,2.0,12,5.0,1.0,1.0,2.0,4.0,,3.0,1.0
2354,1.0,5.0,7.0,6.0,5.0,4.0,5.0,5.0,5.0,6.0,6.0,7.0,6.0,8.0,4.0,4.0,5.0,5.0,7.0,6.0,4.0,3.0,7.0,4.0,4.0,6.0,6.0,,7.0,7.0,6.0,6.0,6.0,5.0,5.0,6.0,6.0,5.0,4.0,6.0,6.0,7.0,6.0,6.0,4.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,7.0,5.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,2.0,138226.0,2,4.0,8.0,4.0,2,5.0,4.0,1.0,1.0,4.0,2.0,3.0,0.0
2355,1.0,5.0,6.0,,6.0,,7.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,7.0,7.0,6.0,6.0,7.0,7.0,7.0,6.0,6.0,5.0,5.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,2.0,,2.0,2.0,1.0,1.0,7.0,6.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,2.0,138239.0,5,3.0,5.0,4.0,12,5.0,4.0,4.0,0.0,3.0,1.0,2.0,0.0
2356,1.0,3.0,5.0,7.0,6.0,5.0,7.0,5.0,8.0,7.0,7.0,7.0,8.0,8.0,3.0,5.0,5.0,8.0,8.0,5.0,7.0,6.0,6.0,8.0,8.0,8.0,8.0,8.0,7.0,6.0,7.0,7.0,6.0,5.0,5.0,5.0,5.0,6.0,4.0,7.0,8.0,8.0,5.0,6.0,1.0,1.0,2.0,1.0,2.0,3.0,2.0,1.0,7.0,,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,2.0,138283.0,2,2.0,4.0,3.0,8,5.0,3.0,1.0,1.0,4.0,2.0,1.0,
2357,1.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,7.0,8.0,8.0,7.0,7.0,7.0,7.0,6.0,7.0,8.0,8.0,7.0,7.0,7.0,5.0,7.0,8.0,7.0,6.0,8.0,7.0,8.0,8.0,8.0,3.0,7.0,7.0,8.0,7.0,7.0,2.0,1.0,1.0,2.0,3.0,1.0,3.0,5.0,1.0,2.0,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,2.0,138285.0,2,4.0,7.0,4.0,11,4.0,4.0,3.0,0.0,4.0,1.0,3.0,1.0
2358,1.0,6.0,7.0,5.0,7.0,8.0,7.0,6.0,7.0,7.0,7.0,7.0,6.0,8.0,5.0,6.0,7.0,7.0,6.0,4.0,5.0,5.0,7.0,8.0,8.0,8.0,8.0,8.0,6.0,6.0,5.0,4.0,6.0,6.0,6.0,6.0,6.0,8.0,8.0,8.0,3.0,7.0,5.0,4.0,5.0,4.0,2.0,2.0,2.0,2.0,14.0,2.0,8.0,8.0,1.0,1.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,2.0,138289.0,1,2.0,9.0,3.0,6,3.0,4.0,3.0,0.0,3.0,2.0,9.0,2.0
2359,1.0,6.0,7.0,7.0,8.0,4.0,6.0,4.0,8.0,4.0,5.0,7.0,5.0,4.0,3.0,5.0,5.0,3.0,6.0,3.0,4.0,5.0,6.0,4.0,4.0,8.0,8.0,8.0,6.0,6.0,5.0,6.0,6.0,5.0,6.0,8.0,6.0,8.0,8.0,8.0,6.0,8.0,6.0,6.0,5.0,5.0,2.0,2.0,2.0,2.0,5.0,1.0,4.0,6.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,2.0,138295.0,4,4.0,8.0,4.0,50,5.0,4.0,1.0,1.0,3.0,1.0,3.0,0.0
2360,1.0,6.0,5.0,4.0,8.0,6.0,6.0,7.0,6.0,6.0,6.0,7.0,8.0,8.0,5.0,6.0,6.0,6.0,6.0,5.0,7.0,6.0,6.0,8.0,5.0,5.0,8.0,5.0,5.0,5.0,9999.0,6.0,6.0,4.0,6.0,8.0,6.0,8.0,8.0,7.0,7.0,8.0,6.0,6.0,2.0,3.0,2.0,2.0,2.0,2.0,14.0,3.0,8.0,4.0,7.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,1.0,138313.0,3,2.0,5.0,4.0,3,1.0,4.0,3.0,0.0,5.0,9999.0,2.0,1.0
2361,1.0,4.0,5.0,4.0,5.0,6.0,6.0,6.0,6.0,5.0,6.0,4.0,4.0,8.0,4.0,3.0,3.0,3.0,3.0,4.0,6.0,4.0,5.0,4.0,4.0,8.0,8.0,3.0,6.0,4.0,4.0,4.0,4.0,4.0,3.0,8.0,8.0,8.0,8.0,4.0,3.0,3.0,5.0,5.0,3.0,3.0,1.0,1.0,1.0,1.0,8.0,1.0,4.0,5.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,138314.0,4,3.0,7.0,3.0,7,5.0,4.0,1.0,1.0,4.0,1.0,2.0,0.0
2362,1.0,1.0,2.0,7.0,6.0,6.0,7.0,5.0,7.0,7.0,6.0,7.0,5.0,7.0,6.0,5.0,5.0,3.0,6.0,6.0,6.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,6.0,2.0,3.0,6.0,6.0,5.0,6.0,5.0,6.0,2.0,3.0,7.0,6.0,5.0,6.0,4.0,1.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,6.0,2.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,2.0,138321.0,5,4.0,6.0,3.0,1,5.0,4.0,4.0,0.0,2.0,1.0,2.0,0.0
2363,1.0,2.0,3.0,7.0,8.0,5.0,7.0,5.0,8.0,5.0,5.0,8.0,8.0,,2.0,3.0,1.0,2.0,,3.0,3.0,4.0,4.0,,4.0,4.0,4.0,5.0,5.0,5.0,4.0,,,3.0,4.0,3.0,,8.0,3.0,6.0,4.0,6.0,5.0,8.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,6.0,6.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,2.0,138324.0,5,4.0,,4.0,12,5.0,4.0,4.0,0.0,4.0,1.0,2.0,0.0
2364,1.0,5.0,7.0,5.0,3.0,4.0,5.0,5.0,5.0,4.0,4.0,6.0,4.0,8.0,3.0,3.0,4.0,2.0,3.0,4.0,4.0,3.0,5.0,3.0,4.0,1.0,2.0,1.0,6.0,3.0,3.0,5.0,3.0,3.0,4.0,4.0,3.0,3.0,8.0,5.0,2.0,4.0,4.0,4.0,2.0,3.0,1.0,1.0,1.0,2.0,12.0,1.0,6.0,6.0,1.0,1.0,4.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,2.0,138331.0,4,4.0,8.0,4.0,3,5.0,4.0,1.0,2.0,4.0,1.0,5.0,2.0
2366,1.0,6.0,7.0,7.0,5.0,6.0,6.0,5.0,7.0,5.0,7.0,5.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,5.0,7.0,4.0,6.0,8.0,6.0,5.0,6.0,8.0,6.0,6.0,4.0,6.0,6.0,7.0,5.0,5.0,8.0,5.0,8.0,5.0,2.0,7.0,6.0,5.0,5.0,5.0,2.0,2.0,2.0,2.0,1.0,1.0,6.0,6.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,2.0,138343.0,5,4.0,6.0,3.0,2,5.0,4.0,5.0,0.0,4.0,1.0,2.0,0.0
2367,1.0,,7.0,7.0,4.0,6.0,6.0,6.0,6.0,4.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,3.0,3.0,2.0,7.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,5.0,5.0,6.0,3.0,6.0,5.0,6.0,4.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,6.0,6.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,138386.0,5,2.0,5.0,2.0,1,5.0,4.0,4.0,0.0,3.0,1.0,2.0,0.0
2368,1.0,3.0,,6.0,7.0,7.0,7.0,7.0,8.0,7.0,7.0,6.0,7.0,7.0,3.0,6.0,7.0,5.0,8.0,5.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,2.0,5.0,1.0,6.0,8.0,7.0,8.0,7.0,8.0,7.0,7.0,8.0,6.0,7.0,1.0,1.0,,1.0,1.0,1.0,7.0,7.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,2.0,138413.0,4,4.0,6.0,3.0,7,4.0,4.0,1.0,2.0,4.0,1.0,0.0,
2369,1.0,7.0,7.0,7.0,7.0,7.0,1.0,5.0,7.0,7.0,7.0,7.0,5.0,7.0,4.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,4.0,5.0,4.0,8.0,8.0,7.0,4.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,6.0,1.0,7.0,6.0,5.0,6.0,7.0,2.0,3.0,2.0,2.0,7.0,1.0,7.0,7.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,2.0,138435.0,4,4.0,7.0,1.0,1,5.0,4.0,1.0,1.0,4.0,1.0,4.0,1.0
2370,1.0,6.0,,6.0,8.0,8.0,,,,8.0,4.0,6.0,8.0,8.0,2.0,,,1.0,2.0,1.0,5.0,3.0,6.0,5.0,,,,,4.0,,9999.0,8.0,8.0,8.0,3.0,3.0,8.0,3.0,3.0,6.0,5.0,5.0,9999.0,8.0,4.0,1.0,3.0,1.0,1.0,2.0,12.0,1.0,6.0,5.0,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,138478.0,5,,9.0,4.0,3,5.0,4.0,4.0,0.0,3.0,,,
2371,1.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,5.0,4.0,6.0,6.0,7.0,5.0,6.0,7.0,,5.0,6.0,5.0,5.0,,,2.0,6.0,9999.0,9999.0,8.0,8.0,7.0,8.0,5.0,8.0,8.0,8.0,8.0,8.0,8.0,5.0,8.0,5.0,6.0,1.0,1.0,1.0,2.0,11.0,1.0,7.0,5.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,138508.0,5,1.0,3.0,2.0,11,5.0,3.0,4.0,0.0,1.0,1.0,1.0,
2372,1.0,3.0,4.0,5.0,5.0,5.0,6.0,6.0,4.0,6.0,6.0,6.0,5.0,5.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,2.0,2.0,2.0,2.0,2.0,3.0,5.0,4.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,2.0,138521.0,4,2.0,4.0,3.0,11,5.0,3.0,1.0,2.0,3.0,9999.0,0.0,
2373,1.0,7.0,7.0,7.0,4.0,4.0,5.0,6.0,7.0,7.0,7.0,7.0,5.0,5.0,2.0,5.0,5.0,3.0,7.0,6.0,2.0,5.0,6.0,3.0,3.0,2.0,7.0,6.0,6.0,6.0,4.0,5.0,6.0,5.0,7.0,5.0,6.0,7.0,7.0,7.0,1.0,7.0,6.0,7.0,3.0,4.0,2.0,2.0,2.0,2.0,11.0,1.0,7.0,7.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,2.0,138525.0,1,2.0,9.0,3.0,18,5.0,3.0,1.0,1.0,3.0,2.0,3.0,0.0
